z,dndz
0.01,0.006250891836591548
0.02,0.022692386710815495
0.03,0.04683217395732626
0.04,0.0768442763275425
0.05,0.11130269658403283
0.060000000000000005,0.14906307698412605
0.06999999999999999,0.18919313264415835
0.08,0.23092649917948282
0.09,0.2736298806681426
0.09999999999999999,0.31677855902241364
0.11,0.35993753199076817
0.12,0.4027466315755444
0.13,0.4449085637356491
0.14,0.48617915488125196
0.15000000000000002,0.5263593042712944
0.16,0.565288280072325
0.17,0.6028380902995407
0.18000000000000002,0.6389087248807352
0.19,0.6734241115382515
0.2,0.7063286621395568
0.21000000000000002,0.7375843114807302
0.22,0.7671679696655699
0.23,0.7950693240250796
0.24000000000000002,0.8212889380567897
0.25,0.8458366039716998
0.26,0.8687299127058238
0.27,0.8899930111104218
0.28,0.90965552079514
0.29000000000000004,0.927751596997204
0.3,0.9443191090660925
0.31,0.9593989268234551
0.32,0.9730342992882596
0.33,0.9852703141299476
0.34,0.9961534277928188
0.35000000000000003,1.0057310575748053
0.36000000000000004,1.0140512280845584
0.37,1.0211622654758663
0.38,1.02711253369485
0.39,1.0319502076953313
0.4,1.0357230791993794
0.41000000000000003,1.038478391118285
0.42000000000000004,1.0402626972165716
0.43,1.0411217440084228
0.44,1.0411003722308396
0.45,1.040242435548151
0.46,1.0385907344144132
0.47000000000000003,1.0361869632588938
0.48000000000000004,1.033071669369736
0.49,1.0292842220357412
0.5,1.024862790669321
0.51,1.0198443307777134
0.52,1.0142645767770222
0.53,1.008158040756497
0.54,1.0015580164005573
0.55,0.9944965873649046
0.56,0.9870046394819654
0.5700000000000001,0.9791118762411228
0.5800000000000001,0.9708468370516183
0.59,0.9622369178516487
0.6,0.9533083936767395
0.61,0.9440864428446771
0.62,0.9345951724537136
0.63,0.9248576449259387
0.64,0.9148959053591327
0.65,0.9047310094784717
0.66,0.8943830520045062
0.67,0.8838711952762275
0.68,0.873213697988029
0.6900000000000001,0.8624279439172242
0.7000000000000001,0.8515304705347598
0.7100000000000001,0.8405369974059774
0.72,0.829462454301035
0.73,0.8183210089459145
0.74,0.80712609435508
0.75,0.7958904356958862
0.76,0.7846260766428435
0.77,0.7733444051870271
0.78,0.7620561788722603
0.79,0.7507715494353425
0.8,0.7395000868326225
0.81,0.7282508026396142
0.8200000000000001,0.717032172814299
0.8300000000000001,0.705852159818198
0.8400000000000001,0.6947182340923341
0.85,0.6836373948878826
0.86,0.6726161904536258
0.87,0.6616607375843766
0.88,0.650776740536276
0.89,0.6399695093164313
0.9,0.6292439773556144
