z,dndz
0.01,0.0014069407879860332
0.02,0.0053900213162067475
0.03,0.011640873546787304
0.04,0.019891633714268078
0.05,0.02990384842765181
0.060000000000000005,0.04146297453537272
0.06999999999999999,0.05437481447875207
0.08,0.06846292003343483
0.09,0.08356657059022832
0.09999999999999999,0.09953912986066736
0.11,0.11624667025571588
0.12,0.13356679663930943
0.13,0.1513876244852713
0.14,0.16960688127989634
0.15000000000000002,0.1881311086866695
0.16,0.20687494870035916
0.17,0.22576050092736633
0.18000000000000002,0.24471674089521372
0.19,0.2636789913066286
0.2,0.2825884396539234
0.21000000000000002,0.30139169675159383
0.22,0.3200403916309782
0.23,0.3384907989393399
0.24000000000000002,0.3567034955446231
0.25,0.37464304350019073
0.26,0.3922776968954851
0.27,0.4095791304266418
0.28,0.4265221877789884
0.29000000000000004,0.44308464813112713
0.3,0.4592470092756746
0.31,0.47499228601066856
0.32,0.4903058225928403
0.33,0.5051751181631021
0.34,0.5195896641586498
0.35000000000000003,0.5335407928174359
0.36000000000000004,0.5470215359613533
0.37,0.5600264933158577
0.38,0.5725517096872841
0.39,0.5845945603758226
0.4,0.5961536442529607
0.41000000000000003,0.6072286839778794
0.42000000000000004,0.6178204328685283
0.43,0.6279305879803453
0.44,0.6375617089794031
0.45,0.6467171424274649
0.46,0.6554009511244235
0.47000000000000003,0.6636178481791437
0.48000000000000004,0.6713731355030985
0.49,0.6786726464426164
0.5,0.6855226922852207
0.51,0.6919300123936318
0.52,0.6979017277376695
0.53,0.7034452976096515
0.54,0.7085684793230981
0.55,0.7132792907076654
0.56,0.7175859752254024
0.5700000000000001,0.7214969695446993
0.5800000000000001,0.7250208734187504
0.59,0.7281664217250864
0.6,0.7309424585317577
0.61,0.7333579130641812
0.62,0.7354217774544856
0.63,0.7371430861625075
0.64,0.7385308969644143
0.65,0.7395942734112844
0.66,0.7403422686659357
0.67,0.740783910631859
0.68,0.740928188293307
0.6900000000000001,0.7407840391904693
0.7000000000000001,0.7403603379582333
0.7100000000000001,0.7396658858612923
0.72,0.7387094012623906
0.73,0.737499510964245
0.74,0.7360447423692157
0.75,0.7343535164041175
0.76,0.7324341411606714
0.77,0.730294806205023
0.78,0.7279435775125079
0.79,0.7253883929864192
0.8,0.7226370585219762
0.81,0.7196972445789731
0.8200000000000001,0.7165764832287379
0.8300000000000001,0.713282165643067
0.8400000000000001,0.7098215399946999
0.85,0.7062017097406965
0.86,0.7024296322617842
0.87,0.6985121178323149
0.88,0.6944558288969945
0.89,0.690267279631959
0.9,0.685952835769093
0.91,0.6815187146637716
0.92,0.6769709855873636
0.93,0.6723155702269787
0.9400000000000001,0.6675582433759808
0.9500000000000001,0.6627046337997916
0.9600000000000001,0.6577602252624494
0.97,0.6527303577002656
0.98,0.647620228529773
0.99,0.6424348940779276
1.0,0.6371792711232891
1.01,0.6318581385375953
1.02,0.6264761390178127
1.03,0.6210377808993685
1.04,0.6155474400418601
1.05,0.6100093617790934
1.06,0.6044276629258294
1.07,0.5988063338341038
1.08,0.593149240492468
1.09,0.5874601266619226
1.1,0.5817426160427396
1.11,0.5760002144667636
1.12,0.570236312110146
1.1300000000000001,0.5644541857218106
1.1400000000000001,0.558657000863295
1.1500000000000001,0.552847814155898
1.1600000000000001,0.5470295755313765
1.17,0.5412051304826928
1.18,0.5353772223115857
1.19,0.5295484943699755
1.2,0.5237214922924416
1.21,0.517898666217237
1.22,0.5120823729934886
1.23,0.5062748783724501
1.24,0.5004783591808304
1.25,0.4946949054744007
1.26,0.4889265226702458
1.27,0.4831751336561654
1.28,0.47744258087587765
1.29,0.4717306283888102
1.3,0.4660409639033827
1.31,0.460375200782805
1.32,0.45473488002252266
1.33,0.4491214721985452
1.34,0.44353637938597945
1.35,0.4379809370471964
1.36,0.4324564158891277
1.37,0.4269640236892726
1.3800000000000001,0.4215049070900705
1.3900000000000001,0.41608015336135845
1.4000000000000001,0.4106907921307011
1.4100000000000001,0.40533779708143525
1.42,0.40002208761832897
1.43,0.3947445305008032
1.44,0.3895059414437218
1.45,0.3843070866857796
1.46,0.3791486845255813
1.47,0.3740314068255286
1.48,0.36895588048366773
1.49,0.3639226888736929
1.5,0.35893237325331284
1.51,0.3539854341412307
1.52,0.34908233266300853
1.53,0.3442234918661021
1.54,0.3394092980043811
1.55,0.33464010179247006
1.56,0.3299162196302512
1.57,0.32523793479789936
